placekey,location_name,latitude,longitude,street_address,city,region,zip,brands,safegraph_brand_ids,naics_code,wkt_area_sq_meters,date_range_start,poi_cbg,tract
zzy-222@62k-f9q-mrk,Trees Unlimited,42.400569,-71.913044,29 Overlook Rd,Rutland,MA,1543,,,2382,1236,2020-01-01,250277211021,25027721102
223-222@5pq-8qx-cnq,Superior Plumbing & Fire Protection,36.96843,-93.230787,4671 Selmore Rd,Ozark,MO,65721,,,2382,100,2020-01-01,290430203033,29043020303
223-222@63s-hvv-3h5,Warburton Frank Plumbing,38.981221,-74.943071,508 Town Bank Rd,North Cape May,NJ,8204,,,2382,81,2020-01-01,340090218064,34009021806
223-222@8sy-xbq-q2k,AMD Electrical Contracting,30.34261,-97.852563,2413 N Cuernavaca Dr,Austin,TX,78733,,,2382,129,2020-01-01,484530017831,48453001783
229-222@63d-8hy-pqf,Chiappini Plumbing & Heating,40.304705,-78.92462,1184 Barnett St,Johnstown,PA,15905,,,2382,66,2020-01-01,420210007003,42021000700
222-222@63k-4nb-wkz,Summit City Electric Co,41.071931,-85.13098,512 Hayden St,Fort Wayne,IN,46802,,,2382,209,2020-01-01,180030013002,18003001300
22r-222@63r-b6n-gzf,Apollo Plumbing & Heating Inc,39.332375,-76.635745,3678 Falls Rd,Baltimore,MD,21211,,,2382,164,2020-01-01,245101308042,24510130804
222-223@5x4-5qq-xnq,Eagle Pipe Heating & Air,47.800576,-122.575063,5634 NE Minder Rd,Poulsbo,WA,98370,,,2382,756,2020-01-01,530350901013,53035090101
222-222@5z5-3qg-zzz,SolarCity,34.149727,-118.27709,5375 W San Fernando Rd,Los Angeles,CA,90039,,,2382,14765,2020-01-01,060371881001,06037188100
229-222@63s-f4c-j35,Pullman Plumbing,39.84523,-75.538177,124 Watkin Ave Ste 30 Unit 6,Chadds Ford,PA,19317,,,2382,107,2020-01-01,420454103021,42045410302
222-222@8sz-xhr-9mk,Morgenroth Electric,29.994962,-98.115019,801 Carney Ln Unit 5B,Wimberley,TX,78676,,,2382,295,2020-01-01,482090108031,48209010803
222-226@8gh-55n-y7q,Brink's Home Security,34.071082,-80.937477,1 Windsor Cv,Dentsville,SC,29223,,,2382,1605,2020-01-01,450790113041,45079011304
223-222@64g-74w-3kf,Seabreeze Electric,35.910375,-75.681685,136 Carolina Ct W,Manteo,NC,27954,,,2382,119,2020-01-01,370559706013,37055970601
22d-222@627-s8h-9vf,Victoria Restoration,40.722859,-73.936896,103 Lombardy St,Brooklyn,NY,11222,,,2382,908,2020-01-01,360470449004,36047044900
222-223@5py-vv2-gkz,Sutton Heating & Cooling,38.639154,-87.523421,2563 S Old Decker Rd,Vincennes,IN,47591,,,2382,121,2020-01-01,180839559001,18083955900
222-223@63v-459-jy9,Hosler Mechanical,42.454012,-83.171121,10800 Galaxie Ave,Ferndale,MI,48220,,,2382,2796,2020-01-01,261251725002,26125172500
222-222@8fc-r8b-xqz,Advanced Electrical Technologies,30.195192,-95.781831,20560 FM 1488 Rd,Magnolia,TX,77355,,,2382,364,2020-01-01,483396902014,48339690201
222-223@5p9-drj-q75,Jax Plumbing,43.655295,-92.95692,1304 10th Dr SE,Austin,MN,55912,,,2382,168,2020-01-01,270990010001,27099001000
222-222@63h-r2s-xqz,Scotty's Heating & Cooling,38.913879,-82.684698,557 Albert Schwartz Rd,Jackson,OH,45640,,,2382,38,2020-01-01,390799578004,39079957800
222-222@5s7-2q7-jvz,Addison Heating and Cooling,42.82742,-83.118432,1066 Mack Rd,Leonard,MI,48367,,,2382,319,2020-01-01,261251200002,26125120000
zzw-222@5p4-vnm-h3q,Malcom Larry Plumbing Heating & Air Conditioning,40.874398,-100.007371,1904 W 24th St,Cozad,NE,69130,,,2382,102,2020-01-01,310479683001,31047968300
zzy-223@65y-xzj-cqz,Whiting Energy Fuels,42.484429,-73.13943,11 Cleveland Rd,Dalton,MA,1226,,,2382,238,2020-01-01,250039121007,25003912100
223-222@5x3-xhs-z2k,Mountain Heating & Energy,47.087053,-122.139888,21610 185th Street Ct E,Crocker,WA,98360,,,2382,261,2020-01-01,530530701004,53053070100
225-222@62k-wk9-rtv,Powerpro Electric,43.383597,-70.527904,52 Summer St,Kennebunk,ME,4043,,,2382,319,2020-01-01,230310280023,23031028002
224-222@8fc-rnw-dgk,Cinco Cooling & Heating,29.849059,-95.681828,18702 Kieth Harrow Blvd,Houston,TX,77084,,,2382,1649,2020-01-01,482015415001,48201541500
223-222@8fb-tyr-3wk,Dan's All American Plumbing,30.650343,-93.915021,1033 County Road 407,Kirbyville,TX,75956,,,2382,597,2020-01-01,482419506002,48241950600
225-223@8ts-3mk-wp9,Smyth's Quality Auto Electric,32.287863,-111.021428,4410 N Highway Dr,Flowing Wells,AZ,85705,,,2382,759,2020-01-01,040190045121,04019004512
222-222@5pv-7pk-ysq,Crafton's Heating & Cooling,39.513829,-87.160334,2840 W US Highway 40,Brazil,IN,47834,,,2382,1236,2020-01-01,180210401001,18021040100
zzy-222@3x5-58p-7t9,Halme Electric and Pump,47.701486,-118.140492,30100 Sr 25 N,Davenport,WA,99122,,,2382,303,2020-01-01,530439602001,53043960200
222-222@5r5-sck-2tv,Boswell C A,39.421188,-96.171383,23355 Jim Creek Rd,Onaga,KS,66521,,,2382,239,2020-01-01,201490004001,20149000400
226-222@5sh-2vx-tqf,H & B Auto Electric,44.655005,-84.7321,6235 W M 72 Hwy,Grayling,MI,49738,,,2382,336,2020-01-01,260399602003,26039960200
222-222@62k-j9p-ks5,Therrien Mechanical Systems,41.931434,-71.449462,12 Ledgemont Dr,Lincoln,RI,2865,,,2382,157,2020-01-01,440070116001,44007011600
238-224@627-wc3-8gk,Atlantic Electrical,40.688106,-73.988625,308 Atlantic Ave,Brooklyn,NY,11201,,,2382,176,2020-01-01,360470043003,36047004300
223-228@5xc-kc4-yd9,The Handyman Pros,45.440786,-122.752071,11575 SW Pacific Hwy,Tigard,OR,97223,,,2382,11187,2020-01-01,410670306001,41067030600
222-222@62m-247-xnq,Northeast Mechanical & Energy Management Services,44.051185,-69.957225,307 Lewis Hill Rd,Bowdoin,ME,4287,,,2382,581,2020-01-01,230239702003,23023970200
223-222@63j-bn3-3yv,Hammer HVAC Services,39.136746,-84.773714,1975 Cliff Rd,Shawnee,OH,45052,,,2382,131,2020-01-01,390610204032,39061020403
25k-222@628-pm4-5cq,Di Giovanni Plumbing Heating & Air Conditioning,39.926518,-75.164414,1116 Sigel St,Philadelphia,PA,19148,,,2382,2980,2020-01-01,421010028022,42101002802
22s-222@8fc-999-tsq,Light and Truth Electric,30.127319,-95.469201,1622 Sawdust Rd Ste B7,Spring,TX,77380,,,2382,2446,2020-01-01,483396915003,48339691500
zzy-222@62j-sz5-qs5,Fern Road Sewer & Drain,42.42859,-71.096105,120 Fern Rd,Medford,MA,2155,,,2382,135,2020-01-01,250173401003,25017340100
22k-222@63s-f3f-xbk,John McCuen Plumbing Heating Air Conditioning,39.95979,-75.339709,500 Abbott Dr Ste A,Broomall,PA,19008,,,2382,3440,2020-01-01,420454081031,42045408103
zzy-222@8tf-qrp-3nq,Landscape & Concrete Impressions,31.719975,-106.210886,13721 Arango Dr Ste 106,El Paso,TX,79928,,,2383,698,2020-01-01,481410103421,48141010342
zzy-223@5q9-5mf-2ff,Majestic Tile,39.120819,-104.166807,100 Main St,Ramah,CO,80832,,,2383,55,2020-01-01,080410039092,08041003909
229-22t@5z6-3mz-5cq,Evelina Svrdlan MD,33.795399,-118.124893,2110 N Bellflower Blvd,Long Beach,CA,90815,,,621111,546,2020-01-01,060375749012,06037574901
22g-223@63r-6xr-9s5,USA Insulation of DC Metro West,39.172717,-77.15596,7554 Rickenbacker Dr,Gaithersburg,MD,20879,,,2383,2988,2020-01-01,240317001051,24031700105
22r-222@8gh-5rx-rtv,Construction Control Corporation,34.015007,-81.006392,2611 Forest Dr Ste 116,Columbia,SC,29204,,,2383,2794,2020-01-01,450790011005,45079001100
22c-222@5z4-rpj-2c5,Strusis Tile Installations,34.034146,-117.696708,12058 Dunlap Pl,Chino,CA,91710,,,2383,205,2020-01-01,060710004041,06071000404
222-222@8f2-452-v2k,Anderson Roofing,34.881909,-93.173357,597 Highway 314,Plainview,AR,72857,,,2383,106,2020-01-01,051059529001,05105952900
226-222@63v-72f-kcq,Weeman Concrete,40.853812,-81.793118,1154 Heatherwood Ln,Orrville,OH,44667,,,2383,272,2020-01-01,391690010001,39169001000
226-222@5s3-tkh-2kz,Bodanske Wood Flooring,44.664502,-88.243849,130 Memorial Dr,Pulaski,WI,54162,,,2383,272,2020-01-01,550090216003,55009021600
226-222@5x4-4xj-7bk,Ike's Repairs,47.539355,-122.366904,2431 SW Myrtle St,Seattle,WA,98106,,,2383,73,2020-01-01,530330107012,53033010701
zzy-222@8gc-xng-f2k,MEC Masonry,33.675681,-79.975449,36 Leahs Loop,Greeleyville,SC,29056,,,2383,141,2020-01-01,450899707001,45089970700
222-222@5z4-km3-9pv,Superior Concrete,33.963208,-117.442075,6677 Columbus St,Riverside,CA,92504,,,2383,60,2020-01-01,060650309001,06065030900
zzw-222@5p6-9mv-z9f,B A Floor Restoration,40.940625,-98.359948,2023 N Huston Ave,Grand Island,NE,68803,,,2383,80,2020-01-01,310790004002,31079000400
222-222@63t-nv4-v2k,Medure Development,40.951631,-80.383709,4092 Wampum Rd,New Castle,PA,16102,,,2383,188,2020-01-01,420730113001,42073011300
zzy-222@63j-6yv-hkf,Concrete Creations to Foundations,40.20479,-85.526718,1391 N Cl Rd 725 W,Yorktown,IN,47396,,,2383,354,2020-01-01,180350024023,18035002402
zzy-222@8gg-83y-z2k,Mid South Construction,35.951887,-80.332983,206 Ada Ln,Clemmons,NC,27012,,,2383,255,2020-01-01,370570603031,37057060303
222-223@5vh-52c-m8v,Stephen E Hobbs Construction,39.146328,-121.711775,3380 S Butte Rd,Yuba City,CA,95993,,,2383,56,2020-01-01,061010510002,06101051000
224-222@5x4-4qz-2ff,The Well Dressed Window,47.559611,-122.286715,4739 1/2 Rainier Ave S,Seattle,WA,98118,,,2383,322,2020-01-01,530330103004,53033010300
22d-222@8gn-24n-52k,Head Carl General Contractor,32.364872,-86.28015,2142 Spruce St,Montgomery,AL,36106,,,2383,82,2020-01-01,011010015002,01101001500
223-222@8gm-f3r-6hq,Rooftops Unlimited,33.420178,-84.70921,285 Widewater Dr,Newnan,GA,30265,,,2383,1236,2020-01-01,130771703061,13077170306
zzy-222@8fc-2j8-mrk,Anderson Brothers Oil Field Construction,32.028922,-94.360256,2214 Fm 999,Gary City,TX,75643,,,2383,413,2020-01-01,483659506002,48365950600
222-222@63p-qtc-st9,American Building Products,40.776381,-78.012634,44 Fay Cir,Stormstown,PA,16870,,,2383,212,2020-01-01,420270119011,42027011901
222-223@5s5-y2w-3dv,Wolverine Vinyl Siding,42.244371,-84.392331,701 E Washington Ave,Jackson,MI,49203,,,2383,38857,2020-01-01,260750012002,26075001200
222-222@63r-ts2-jn5,Quality Floor & Home,38.728478,-77.505093,10232 Harry J Parrish Blvd,Buckhall,VA,20110,,,2383,15250,2020-01-01,511539013042,51153901304
223-223@8t2-f4k-r49,Dayton Contracting Roofing and Renovation,30.449313,-97.783238,13363 Pond Springs Rd,Austin,TX,78729,,,2383,82,2020-01-01,484910204061,48491020406
zzy-222@63g-783-kvf,Key's Metal Structures,35.320216,-79.09023,790 Highway 87 N,Olivia,NC,28368,,,2383,1236,2020-01-01,370850713013,37085071301
223-222@8dk-mf4-389,Jack Logan,26.919103,-82.281312,7420 Quaker St,Englewood,FL,34224,,,2383,277,2020-01-01,120150302004,12015030200
226-222@5sh-489-j5f,Wolverine Insulation,44.684606,-83.806859,1100 Dejarlais Rd,Curran,MI,48728,,,2383,1236,2020-01-01,260019705001,26001970500
225-222@5s8-p9r-dy9,Wood River Stone and Stucco,44.824858,-91.46166,3323 Seymour Rd Trlr 6,Eau Claire,WI,54703,,,2383,141,2020-01-01,550350006005,55035000600
224-222@646-7r2-fxq,Cameron Property Preservation,33.932581,-78.477247,6583 Gramby Notch Way SW,Ocean Isle Beach,NC,28469,,,2383,299,2020-01-01,370190205082,37019020508
222-224@665-ymg-vcq,Niagara Hardwood Center,43.033641,-78.862571,384 Twin Cities Memorial Hwy,North Tonawanda,NY,14120,,,2383,1560,2020-01-01,360630231001,36063023100
22n-222@662-9yf-pd9,Barstow Floor Covering,44.669429,-74.986386,24 Market St,Potsdam,NY,13676,,,2383,4572,2020-01-01,360894908003,36089490800
22k-222@63p-mcn-jd9,Aaron's Windows & Siding the Original,41.42867,-78.561215,30 N Michael St,Saint Marys,PA,15857,,,2383,1793,2020-01-01,420479512001,42047951200
zzw-222@63s-wp4-mp9,Western Maryland Concrete,39.602392,-77.549404,13418 John Kline Rd,Smithsburg,MD,21783,,,2383,268,2020-01-01,240217528011,24021752801
22c-222@5p4-bb2-7h5,Mr Sandless,44.064208,-103.212375,240 E Meade St,Rapid City,SD,57701,,,2383,154,2020-01-01,461030107003,46103010700
222-223@5py-j9r-xt9,Sundek Concrete Resurfacing,38.323794,-85.487504,7016 Hughes Ave,Crestwood,KY,40014,,,2383,252,2020-01-01,211850306012,21185030601
224-222@5xq-dyq-k2k,Koleganova Builders,34.872183,-120.463344,1430 Solomon Rd,Orcutt,CA,93455,,,2383,502,2020-01-01,060830020131,06083002013
22d-222@8g7-2g4-syv,National Structures,34.089447,-83.754443,84 Jopena Blvd,Hoschton,GA,30548,,,2383,215,2020-01-01,131570101021,13157010102
228-222@629-3kw-7nq,Attack A Crack,41.623943,-72.335559,23 Elsmere Rd,Amston,CT,6231,,,2383,114,2020-01-01,090135261012,09013526101
zzy-222@64v-xdm-4d9,Castine Energy Construction,44.608546,-69.664561,21 Middle Rd,Fairfield,ME,4937,,,2383,70,2020-01-01,230259668001,23025966800
22c-222@5z7-s6t-f9f,Jaymin's Flooring & Restoration,36.78539,-119.801254,748 E Beverly Way,Fresno,CA,93704,,,2383,196,2020-01-01,060190049011,06019004901
224-223@8gf-rjw-dqf,Robinson Grading & Hydroseeding,35.78076,-82.501751,874 Barnardsville Hwy,Weaverville,NC,28787,,,2383,1236,2020-01-01,370210029001,37021002900
zzy-222@8fb-msb-hyv,D Bar 3 Fencing,31.274297,-95.914601,1000 County Road 121,Centerville,TX,75833,,,2383,1236,2020-01-01,482899503004,48289950300
225-222@629-86v-btv,Peak builders,40.902408,-73.0141,4 Sari Ln,Coram,NY,11727,,,2383,159,2020-01-01,361031583204,36103158320
22b-223@8dk-mw9-hwk,GT Bray Roofing,27.495869,-82.55696,404 7th St E,Bradenton,FL,34208,,,2383,112,2020-01-01,120810007031,12081000703
zzw-222@8fc-fsf-brk,WaterGuard WaterProofing,29.527131,-95.430364,4151 County Road 564,Rosharon,TX,77583,,,2383,338,2020-01-01,480396606021,48039660602
222-223@8f2-rdc-94v,Mayfield Bill Contracting,32.568064,-94.753147,4523 Judson Rd,Longview,TX,75605,,,2389,957,2020-01-01,481830004011,48183000401
222-222@629-mtz-y35,Iron Sword,41.600872,-74.147757,2359 State Route 300,Wallkill,NY,12589,,,2389,1155,2020-01-01,361119554003,36111955400
22h-222@5pk-n5v-hdv,Choice Cabinet Creve Coeur,38.670358,-90.439306,11600 Olive Blvd Ste A 4,Creve Coeur,MO,63141,,,2389,129,2020-01-01,291892153012,29189215301
223-222@5pq-397-td9,Denorton Contracting co,37.812658,-94.711564,402 W 23rd St,Fort Scott,KS,66701,,,2389,203,2020-01-01,200119558001,20011955800
zzy-222@5sc-fmq-mrk,Precision Overhead Garage Door Service,43.120621,-88.079667,N57 W13556 Reichert Ave,Menomonee Falls,WI,53051,,,2389,122,2020-01-01,551332004001,55133200400
22n-223@63v-c6c-47q,Wizards Overhead,41.133964,-81.618266,3265 W Market St Ste 191,Fairlawn,OH,44333,,,2389,523,2020-01-01,391535322024,39153532202
223-224@8ts-3md-7qz,McQuay Service,32.224056,-110.969371,126 E Alameda St,Tucson,AZ,85701,,,2389,8893,2020-01-01,040190001002,04019000100
226-222@8gb-ryk-mkz,TServe,34.248317,-83.8014,1640 Oakbrook Dr,Gainesville,GA,30507,,,2389,994,2020-01-01,131390012013,13139001201
222-223@8g6-ykk-qfz,Vanguard Mechanical,33.930311,-84.267974,6840 Peachtree Industrial Blvd,Dunwoody,GA,30360,,,2389,667,2020-01-01,130890213052,13089021305
224-222@63m-4g8-m8v,Bob's Garage,36.764857,-81.410132,324 Quarter Branch Rd,Sugar Grove,VA,24375,,,2389,185,2020-01-01,511730305002,51173030500
224-222@5pw-p4y-m49,River City Fire Protection,41.753584,-88.333121,361 Cleveland Ave,Aurora,IL,60506,,,2389,322,2020-01-01,170898547001,17089854700
228-222@627-rxz-35z,R & M Vending Corporation,40.911016,-73.831227,142 E 1st St,Mount Vernon,NY,10550,,,2389,2438,2020-01-01,361190032001,36119003200
222-223@5z8-nyn-qmk,West Coast Community Builders,35.390229,-119.059891,3325 Landco Dr,Bakersfield,CA,93308,,,2389,182,2020-01-01,060290005071,06029000507
222-222@63f-m78-3qz,Tar River Cabinets,36.119482,-78.726847,4007 Estate Dr,Butner,NC,27522,,,2389,970,2020-01-01,370779706033,37077970603
222-223@5pn-kfn-jd9,Rent Sheds Nashville,36.013345,-86.550825,5460 Murfreesboro Rd,La Vergne,TN,37086,,,2389,65,2020-01-01,471490401052,47149040105
zzy-222@628-xk5-qpv,3 Sons Custom Closets,41.350319,-72.563815,11 Green Hill Ln,Cheshire,CT,6410,,,2389,1236,2020-01-01,090076401005,09007640100
222-222@5py-bsc-sqz,Koors Contracting,39.189985,-85.572111,1112 Tiwaba Way,Westport,IN,47283,,,2389,1134,2020-01-01,180319695003,18031969500
zzy-222@63g-57x-gx5,Loflin's Paving,35.798546,-79.895287,3728 Beckerdite Rd,Sophia,NC,27350,,,2389,69,2020-01-01,371510305032,37151030503
zzy-222@8gj-kj4-xqz,Dms Services,31.698378,-85.076658,Griffith Dr,Fort Gaines,GA,39851,,,2389,1236,2020-01-01,130619603001,13061960300
zzy-222@5sz-m6n-rhq,Huppert Brothers,45.783585,-108.691272,6852 Grand Ave,Billings,MT,59106,,,2389,389,2020-01-01,301110014014,30111001401
222-222@5qw-stw-xdv,A & T Builders,32.844275,-96.685263,10845 Jupiter Rd,Dallas,TX,75218,,,2389,836,2020-01-01,481130128002,48113012800
223-222@63j-rnn-rff,Longthorne John Contractor,41.662629,-83.654136,4730 W Bancroft St Ste 10,Toledo,OH,43615,,,2389,3184,2020-01-01,390950075003,39095007500
226-222@627-sj7-7qz,Reisiger Renovations,40.906647,-73.551791,34 Quincy Ave,Bayville,NY,11709,,,2389,108,2020-01-01,360595179022,36059517902
zzy-223@63q-gx7-sbk,TK Builders,41.990473,-76.130786,Rr1 Box 1360,Little Meadows,PA,18830,,,2389,67,2020-01-01,421150320001,42115032000
223-222@62k-zzq-x5z,Sprayfoam of Maine,44.235347,-69.887158,557 Hallowell Litchfield Rd,West Gardiner,ME,4345,,,2389,1236,2020-01-01,230110108024,23011010802
222-222@62k-znb-py9,Pebcor,43.935377,-69.904676,2 Palmer Ln,Topsham,ME,4086,,,2389,189,2020-01-01,230239703022,23023970302
257-223@8fc-f9t-c89,Carpenter Robert J Jr MD,29.70921,-95.40196,6624 Fannin St Ste 2720,Houston,TX,77030,,,621111,57558,2020-01-01,482013131002,48201313100
224-222@5qt-23p-s5z,Cedar Creek Builders & Development,35.649361,-97.621859,17605 N MacArthur Blvd,Edmond,OK,73012,,,2389,1236,2020-01-01,401091085121,40109108512
22m-222@63s-fsk-92k,Rozzi Brothers,40.394409,-75.919117,3805 Kutztown Rd,Laureldale,PA,19605,,,2389,256,2020-01-01,420110128003,42011012800
223-222@8fc-g7s-kpv,Lennar Homes Delany Cove Brookstone and Fairfield,29.381565,-95.024112,605 Forest Vlg,La Marque,TX,77568,,,2389,233,2020-01-01,481677232001,48167723200
222-222@63k-58y-bx5,System Edge Technology,40.400552,-84.773727,1001 Industrial Dr W,Fort Recovery,OH,45846,,,2389,614,2020-01-01,391079680003,39107968000
22b-222@5pk-s5w-p9z,Matrix Service,38.916461,-90.115632,2920 Fosterburg Rd,Alton,IL,62002,,,2389,1236,2020-01-01,171194028012,17119402801
223-224@8g9-xdf-kfz,Master Crafters,35.98932,-84.190111,9221 Oak Ridge Hwy,Oak Ridge,TN,37830,,,2389,918,2020-01-01,470930059071,47093005907
224-222@62k-p7f-sbk,Al Traficante & Son,42.121406,-71.033287,29 Memorial Dr,Avon,MA,2322,,,2389,86,2020-01-01,250214571004,25021457100
22p-222@8gm-957-qxq,Pritchett Realty,33.562474,-86.893027,1329 Forestdale Blvd Ste 202,Forestdale,AL,35214,,,2389,665,2020-01-01,010730124011,01073012401
zzy-222@5z4-rqt-87q,Elite Bathroom Remodeling,34.0107,-117.824564,527 Grand Ave Unit 2,Diamond Bar,CA,91765,,,2389,433,2020-01-01,060374033122,06037403312
223-222@8fc-dhp-hwk,Ehrhart Industrial Repair,29.384478,-95.285204,14478 County Road 185,Alvin,TX,77511,,,2389,674,2020-01-01,480396615021,48039661502
zzy-222@5p8-n63-7wk,Mini Dredge,46.649264,-94.272001,6236 Northwood Dr,Pequot Lakes,MN,56472,,,2389,337,2020-01-01,270359517003,27035951700
zzw-222@5py-c3d-7bk,Dave O'mara Contractor,39.322204,-85.332809,1040 S County Road 800 E,Greensburg,IN,47240,,,2389,1236,2020-01-01,180319690003,18031969000
225-222@5z4-rdy-q9f,NVC Logistics Group,33.929386,-117.909959,675 Endeavor Cir,Brea,CA,92821,,,492110,4178,2020-01-01,060590015012,06059001501
zzy-223@5pm-gvt-rc5,Byrd Maintenance Services,34.617098,-87.05818,Highway 20 W,Trinity,AL,35601,,,2389,215,2020-01-01,011030051012,01103005101
zzy-222@5qh-t2z-6hq,Conag Industrial Repair,44.324495,-105.514376,706 Means St,Gillette,WY,82716,,,2389,252,2020-01-01,560050006001,56005000600
222-222@8fw-2tc-59f,Mantua Seawall Repair,26.252742,-80.09151,2860 NE 16th St,Pompano Beach,FL,33062,,,2389,210,2020-01-01,120110311012,12011031101
zzy-222@63s-nkn-3t9,TruForm Helical,39.192651,-74.742429,5 Stoney Ct,Ocean View,NJ,8230,,,2389,1236,2020-01-01,340090207002,34009020700
222-222@665-ynn-649,Chameleon Pools & Patio,43.123728,-78.788452,4705 Mapleton Rd,Lockport,NY,14094,,,2389,736,2020-01-01,360630227024,36063022702
zzy-222@62m-g98-fs5,Bruss Builders,43.269418,-71.962979,Main,Bradford,NH,3221,,,2389,67,2020-01-01,330130405003,33013040500
223-222@8gg-t3b-mff,Quinn & Satterfield Builders,34.84151,-82.367789,136 Greenacre Rd,Greenville,SC,29607,,,2389,389,2020-01-01,450450043002,45045004300
zzy-222@628-y23-5fz,Ducillo Constr,41.846633,-73.552481,Mechanic,Amenia,NY,12501,,,2389,175,2020-01-01,360270100003,36027010000
223-223@62k-pxm-w49,Jencks Peter C Contr,41.691664,-71.265933,9 Peter Rd,Bristol,RI,2809,,,2389,696,2020-01-01,440010309024,44001030902
222-222@5xd-v7b-jn5,Rick Franklin,44.550638,-122.904286,101 Industrial Way,Lebanon,OR,97355,,,2389,304,2020-01-01,410430308002,41043030800
22p-223@63s-9gd-fpv,Your Towne Builders,40.045009,-76.359902,2137 Embassy Dr Ste 210,Lancaster,PA,17603,,,2389,1038,2020-01-01,420710117012,42071011701
23n-222@5vg-553-y35,American Pacific Builders,38.45813,-122.734847,1421 Guerneville Rd Ste 212,Santa Rosa,CA,95403,,,2389,1563,2020-01-01,060971528025,06097152802
224-224@5vh-7y5-gff,Arati M Dunbar MD,37.48823,-122.233759,801 Brewster Ave Ste 175,Redwood City,CA,94063,,,621111,1308,2020-01-01,060816102021,06081610202
224-223@5z5-3rd-9j9,Vahe Azarian MD,34.083753,-118.32508,5717 Melrose Ave,Los Angeles,CA,90038,,,621111,268,2020-01-01,060371918203,06037191820
222-222@8g7-2p8-f75,Jitesh Patel MD,33.884818,-84.014819,1557 Janmar Rd,Snellville,GA,30078,,,621111,841,2020-01-01,131350507181,13135050718
222-22g@5sc-fhy-9fz,Lillich W David MD,43.044858,-88.04782,1155 N Mayfair Rd,Wauwatosa,WI,53226,,,621111,3238,2020-01-01,550790906001,55079090600
zzy-222@63r-t9x-v75,J & P Excavating Co,39.325075,-77.425788,3429 Tudor Dr,Buckeystown,MD,21717,,,2389,252,2020-01-01,240217523021,24021752302
zzw-222@5p9-bc7-fpv,Kathy's Beauty Salon,43.252711,-93.792565,3390 James Ave,Forest City,IA,50436,,,2389,1236,2020-01-01,190812703001,19081270300
222-222@8fc-fbp-p7q,Inducon,29.699358,-95.355173,6109 Saint Augustine St,Houston,TX,77021,,,2389,209,2020-01-01,482013136001,48201313600
zzy-222@8tn-g5z-4gk,Wolosin Ken Contractor,36.433287,-105.591425,1291 Millicent Rogers Rd,Taos,NM,87571,,,2389,80,2020-01-01,350559401004,35055940100
224-222@5qs-wqd-t7q,White Star Oil Field Services,34.846303,-97.613409,716 A Ave,Lindsay,OK,73052,,,2389,129,2020-01-01,400496818002,40049681800
224-222@5xq-5q8-zj9,Drew Harold F & Sons Builders,34.261077,-119.242271,1395 Tower Sq,Ventura,CA,93003,,,2389,389,2020-01-01,061110028001,06111002800
zzy-222@8ts-qkx-pn5,Bjct Contracting,32.736916,-110.650276,15062 S Highway 77,Mammoth,AZ,85618,,,2389,350,2020-01-01,040210022002,04021002200
222-223@5p7-h7m-5cq,Home Equity,45.224574,-93.877134,568 50th St NE,Buffalo,MN,55313,,,2389,1236,2020-01-01,271711007031,27171100703
222-222@665-ycb-ghq,Woodsmith Fence,43.160784,-78.731441,5610 Old Saunders Settlemen Rd,Lockport,NY,14094,,,2389,1236,2020-01-01,360630234013,36063023401
222-222@63h-rk7-59f,Rock Ridge Builders,39.069675,-82.677528,683 Lake Katharine Rd,Jackson,OH,45640,,,2389,1252,2020-01-01,390799574003,39079957400
223-222@8f3-kwf-vfz,Vice Brothers Unlimited,30.477191,-88.499613,6524 Hatfield St,Moss Point,MS,39562,,,2389,131,2020-01-01,280590413001,28059041300
223-222@5s7-25v-gkz,Oxford Overhead Door,42.856192,-83.288146,2118 Metamora Rd,Oxford,MI,48371,,,2389,569,2020-01-01,261251214001,26125121400
222-222@628-qz3-8gk,Solid Concrete Walls,39.75045,-74.913472,325 Tansboro Rd,Berlin,NJ,8009,,,2389,489,2020-01-01,340076091031,34007609103
zzy-222@5p9-9z9-q4v,Courier Express,43.142926,-93.360568,2006 7th Ave N,Clear Lake,IA,50428,,,492110,737,2020-01-01,190339507002,19033950700
227-222@5ps-9t7-q75,Overhead Door,35.276223,-93.134402,113 W 3rd St,Russellville,AR,72801,,,2389,1258,2020-01-01,051159514001,05115951400
223-223@8gq-5wp-hh5,American Metals LLC,29.686705,-82.44996,3612 NW 97th Blvd,Gainesville,FL,32606,,,2389,214,2020-01-01,120010022044,12001002204
zzy-228@63s-jnk-sbk,Seacoast Realty,38.549418,-75.066943,Rr 1,Bethany Beach,DE,19930,,,2389,1236,2020-01-01,100050512021,10005051202
222-222@3f4-sg4-28v,Mastercraft,64.848264,-147.759841,1971 Livengood Ave,Fairbanks,AK,99701,,,2389,164,2020-01-01,020900005002,02090000500
228-222@8fc-exn-k4v,Priority Garage Door Repair,30.356379,-95.607775,510 Sioux River Rd,Conroe,TX,77316,,,2389,119,2020-01-01,483396944002,48339694400
222-222@63k-2mx-tjv,Shaffner Realty,40.758765,-82.542504,737 Park Ave W,Mansfield,OH,44906,,,2389,175,2020-01-01,391390013001,39139001300
22h-222@63d-qmd-6x5,Mahaffee Engraving,40.728599,-81.521251,5 Bender St NE,Navarre,OH,44662,,,3231,124,2020-01-01,391517146003,39151714600
